English,Other
revel,"bančiti, bučna zabava, bučno se zabavljati, gostiti, gozba, pijanka, pijančiti, slavlje, terevenka, uživati u, veseliti se, veselje, zabava, zabavljati se"
baptistery,"baptiskerij, krstionica, krstionicom"
baptistry,baptisterij
at least,"bar, barem, makar, najmanje"
bar,"bar, bife, crta, deblji vodič, gostionica, krčma, letva, lokal, odvjetništvo, pivnica, ploča, poluga, prav, prepriječiti, prečka, ravan, tabla, traka, traku, zabraniti, zatvor prolaz, zatvoren prolaz, zatvoreni prolaz, zatvoriti, šipka, šipkast, šipke, štap"
saloon,"bar, dvorana, kavana, salon, trpezarija, zatvoreni automobil, časnička blagavaonica na brodu"
barcode,"bar-code ; barkod, prugasti znakovnik, stupčasti kod, stupčasti znakovnik"
pool,"bara, barica, bazen, bazenom, bazenu, jezerce, kaljuža, kvalifikacijska skupina, lokva, pričuva, ujediniti, vir"
puddle,"bara, barica, gaziti, gnječiti, kada, kaljuža, lokva, oplata, zabuniti, zamutiti, čabar"
morass,"bara, baruština, močvara"
marsh,"bara, baruština, močvara, močvaran"
pond,"bara, bazen, ribnjak, stvoriti ribnjak, umjetno jezerce, zagraditi vodu"
bog,"bara, blato, glib, kaljuga, kaljuža, močvara"
slough,"bara, depresija, glib, močvara"
plash,"bara, isprepletati, lokva, plesti, pljuskanje, zapljuskivanje"
quagmire,"bara, kaljuža, močvara"
barrack,"baraka, daščara"
handling,"baratanje, korištenja, rukovanje"
barrage,"baraž, brana, prepreka, ustava"
goth,barbar
barbarian,"barbar, barbarin, barbarskih, divljak"
vandal,"barbar, divljak"
barbarous,"barbarski, divlji, okrutan, surov"
barbaric,"barbarski, nekulturan"
barbers,barber''s ; brijačnica ; barber's ; brijačnica
barbers shop,barber's shop ; brijačnica
bareheaded,bare-headed ; gologlav ; gologlav
barecon a,"barecon ""a"" ; obrazac brodarskog ugovora za zakup gologa broda"
bas relief,bareljef
least,"barem, najmanje, najmanji"
ballastron,"bareter, strujni stabilazotor, strujni stabilizator"
barge dumg,"barge, dumg ; teglenica bez vlastitog pogona"
barycenter,"baricentar, težište"
barycentre,"baricentar, težište"
baricentric,"baricentričan, baricentrični, težišni"
barycentric,"baricentričan, baricentrični, težišni"
barium,barij
barriers,"barijera, pregradama, prepreka, prepreke"
baryta,barijev oksid
barrier,"barikada, ekran, granica, pregrada, prepona, prepreka, prepreku, smetnja, zapreka ; Barrier ; Barijera"
barricade,"barikada, prepriječiti, zapreka"
barytron,"baritron, teški elektron"
standard,"barjak, golfanon, jedinstvena mjera, kurs, mjerilo, mjerodavno, norma, normalan, norme, obrazac, pravilo, prosjek, stablo, standard, standarda, standardan, standardna, standardne, standardnih, standarta, stijeg, stub, stup, valuta, važenje, zastava"
ensign,"barjak, pomorska zastava, vojnopomorska zastava, zastava, zastava na krmi broda, zastavnik"
standard bearer,"barjaktar, zastavnik"
shallop,barka za dva veslača
boat,"barka, brod, brodom, kaić, lađa, lađi, parobrod, voziti se, čamac"
barge,"barka, dereglija, teglenica, teretni čamac, šlep"
boatman,"barkarijol, lađar, veslač"
altigraph,"barograf, visinograf"
baroque,"barok, baroka, barokni, barokni stil, baroknim, baroknom"
antichamber,"barokomora, visinska komora"
barometer,barometar
weatherglass,barometar
satisfaction measurement scale,barometar zadovoljstva
baroscope,"barometar, baroskop"
aneroid,"barometar, suh, vrsta barometra"
barometric,barometarski
baroswitch,barometarski prekidač
baron,"baron, barun"
baroresistor,"barootpornik, barorezistor"
barostat,barostat
bars,"barova, letvi, šipke"
barrelshaped,"barrel-shaped ; u obliku bačve, u obliku bureta"
barrier injected transittime baritt diode,barrier injected transit-time (BARITT) diode ; BARUT dioda (vrsta mikrovalne lavinske diode)
barriergrid,barrier-grid ; zaprečna rešetka
barons,baruni
baroness,barunica
gunpowder,barut
powder,"barut, prah, prašak, prašina, puder, pudrati se, tucati"
fen,"baruština, močvara"
velvet,"baršun, baršunast, korist, prednost, samt"
velvety,baršunast
bass guitar,bas gitara
electric bass,bas gitara
bass,"bas, grgeč, niski ton"
base station subsystem,"base station sub-system ; kombinacija osnovne primopredajne postaje, podsustav osnovne postaje"
base station subsystem management post,"base station sub-system management post ; dio za uvođenje podsustava osnovne postaje, protokol podsustava osnovne postaje"
baseloaded,"base-loaded ; opterećen pri dnu, opterećenje pri dnu"
basic rate isdn,"basic rate ISDN ; ISDN osnovne brzine prijenosa, uskopojasna mreža ISDN"
basic,"basic, bazni, bitni, bitnim, elementaran, glavni, kardinalan, najosnovnije, osnova, osnove, osnovna, osnovne, osnovni, osnovnih, osnovno, programski jezik, temeljne, temeljni, temeljnih"
basketball,"basket-ball ; košarka ; košarka, košarkaška lopta"
basketmaking,basket-making ; košaraštvo
basket goal,basket; goal ; koš
the spells,basme
invaluable,"basnoslovan, dragocjen, neprocjenjiv"
fabulous,"basnoslovan, legendaran, nevjerojatan"
bulwark,"bastion, bedem, brodska puna ograda, grudobran, nasip, zaklon, zaštita"
maul,"bat, drveni malj, izbiti, izmlatiti, kritizirati, oštro napadati"
battalion,"bataljun, bojna"
battery,"baterija, baterije, galvanski elemenat, galvanski element, zlostavljanje"
bludgeon,"batina, batinati"
cudgel,"batina, močuga, toljaga"
hiding,"batine, lemanje, skrivali, skrivanje, skrivanjem"
shellacking,"batine, poraz"
cambric,"batist, fina tkanina"
lawn,"batist, livada, proplanak, tanko platno, tratina"
bell clapper,batić zvonca
battlearray,"battle-array ; borbeni poredak, ratna oprema"
battlecruiser,battle-cruiser ; krstarica
battleground,battle-ground ; bojno polje
bogy,"bauk, strašilo"
deals with,bavi se
is doing,bavi se
will address,bavit će se
be employed with,baviti se
be occupied with,baviti se
sporting,"baviti se spor, sportskih, sportskim"
go in for sports,baviti se sportom
pursue,"baviti se, goniti, obaviti, obavljati, praviti, progoniti, razvijati, slijediti, sljedovati"
occupy,"baviti se, ispunjavati, okupirati, posjedovati, zakupiti, zaposjesti, zaposliti, zauzimati"
practise,"baviti se, obavljati, primijeniti, sprovesti, trenirati, uvježbavati, vježbati, vježbati se, vršiti"
stay,"bavljenje, boravak, boraviti, boravka, boravljenje, mider, ostajati, ostanak, ostati, poduprijeti, prebivanje, prepreka, steznik, stub, zastoj, zaustaviti, čekati"
dealing,"bavljenje, općenje, poslovati, vladanje"
bayleaf,bay-leaf ; lovor-list
speech database,baza govornih uzoraka
management information base,"baza informacija za upravljanje, baza podataka upravljanja"
metadatabase,"baza metapodataka, metabaza podataka"
operations information base,baza operacijskih podataka
data base,baza podataka
date base,baza podataka
music collection database,baza podataka glazbene zbirke
pubs database,baza podataka objava (SUSTAVI S JAVNIM KLJUČEM)
network database library calls,baza podataka poziva u mreži
forwarding database,baza podataka prosljeđivanja
system database,baza podataka sustava
topology database,baza podataka topologije
message information database,baza podataka za informacije o poruci
restoring database,"baza podataka za obnavljanje, obnavljanje baze podataka, postupak ponovnog punjenja baze podataka"
contact management database,baza podataka za upravljanje kontaktima
rating base,baza za određivanje premije
valuation bases,"baza za vrednovanje, temelji vrednovanja"
embedded value basis,baza za čvrstu vrijednost
knowledge base system,baza znanja
knowledge base,"baza znanja, znanje ugrađeno u ekspertni sustav"
base,"baza, baza (tranzistora), bazi, bazom, brancin, dno, nedostojan, nizak, osnivati, osnova, osnovama, osnovica, osnovu, podloga, podloge, podnožje, postolje, prost, temelj, temeljiti, temeljiti se, temeljiti se na, uporište, utemeljiti, utemeljiti se, zasnivati se na"
radix,"baza, baza brojevnog sustava, početna vrijednost"
depot,"baza, depo, deponija, magazin, stovarište"
ground,"baza, list, osnova, polje, prizeman, prizemlje, razlog, smrviti, temelj, teren, tlo, utemeljit, uzemljiti, zemlja"
basis,"baza, osnova, osnovi, osnovica, osnovu, podloga, temelj"
basal level of biomarkers,bazalna razina biomarkera
basalt,bazalt
basaltic,bazaltni
bazar,bazar
potter,"bazati, grnčar, ljenčariti, lončar, tumarati"
loading,"baze podataka), dodatak, punjenje (spremnika, ukrcaj, ukrcavanje, utovar, učitavanje"
dolphinarium,"bazen za delfine, bazen za dupine"
cistern,"bazen za vodu, cisterna"
swimming pool,"bazen, bazen za plivanje, bazenom"
tank,"bazen, cisterna, oscilator kolo, posuda za tekućinu, rezervoar, ribnjak, spremnik, tank, tenk"
basin,"bazen, korito rijeke, lavor, rezervoar, sliv, slivu, spremnik, umivaonik, unutrašnja luka, zaljev, zdjela"
swimming pools,bazena
elder,"bazga, starija, stariji, stariji predak, starješina, zova"
elderberry,"bazga-bobica, bobica bazge"
basilica,"bazilika, bazilike, baziliku"
base rate,bazna kamatna stopa
base line,"bazna linija, osnovica, osnovni redak"
radio base station,bazna radio postaja
basical,"bazni, osnovni"
balun,bazuka
barrell,"bačva, bure"
cask,"bačva, bure"
vat,"bačva, kaca ; VAT ; PDV"
barrels,bačvama
even,"baš, dapače, gladak, paran, parnom, podjednak, podjednako, ravan, uopće, čak, čak i"
just,"baš, jedva, neposredno, nepristran, pošten, pravilan, pravično, pravičnu, pravo, razborit, samo, točno, upravo"
heritage in virtual world,baština u virtualnom svijetu
heritage,"baština, baštine, baštinom, baštinu, nasljedstvo, nasljeđa, nasljeđe"
entail,"baština, imati za nužnu posljedicu, određen, očevina, povlačiti za sobom, značiti"
legacy,"baština, legat, nasljedstvo, ostavina, zaviještanje"
inheritance,"baština, naslijeđe, nasljedstvo, nasljeđe, nasljeđivanje, ostavina, ostavština, tekovina"
patrimonial,baštinjen po ocu
heritage institutions,baštinske ustanove
calibrated,"baždaren, izveden, kalibriran"
calibration,"baždarenje, graduiranje, kalibriranje, podešavanje, umjeravanje"
calibrate,"baždariti, kalibrirati, odrediti kalibar, odrediti kalibraciju, odrediti promjer, podešavati"
wake,"bdijenje, bdjeti, biti budan, buditi, buđenje, potaknuti, probuditi se, razbudjeti se, stražarenje, trag, vodena brazda, čuvati"
watch,"bdijenje, bdjeti, biti budan, dežurati, dežurstvo, džepni sat, gledaju, gledati, motrenje, motriti, nadzor, paziti, promatrati, ručni sat, sat, sat (džepni), straža, čuvati"
vigil,bdjenje
cherish,"bdjeti nad, njegovati"
waken,"bdjeti, probuditi se"
be aware of,be aware of ... ; pazi se od ...
bewasbeen,be-was-been ; biti
beambalance,beam-balance ; vaga
bearer class a,bearer class A ; indikacija CBR načina prijenosa
bearer class c,bearer class C ; indikacija VBR načina prijenosa
bearer class x,bearer class X ; indikacija nespecificiranog načina prijenosa
beatnote,beat-note ; ton izbijanja
beautiful girlwoman,beautiful girl/woman ; ljepotica
baby,"beba, dijete, djetešce, dječji, dojenče, malo od životinje, mladunče, odojče"
babe,"beba, dijete, komad, neiskusan čovjek, novajlija"
dullard,bedak
stupid,"bedak, bedast, budalast, glup, glupi"
simpleton,"bedak, budala, glupak, prostak"
numskull,"bedak, budala, glupak, tupoglavac"
idiot,"bedak, budala, glupan, idiot, majmun, slaboumnik"
fool,"bedak, budala, lud, luda, ludovati, luđak, obmanjivanje, zavarati"
foolish,"bedak, budalast, glup, glupav, lud, neozbiljan"
imbecile,"bedak, glup, glupak, luda, slabouman, slaboumnik"
witless,"bedast, glup, nerazuman"
rampart,"bedem, bedema, braniti, grudobran, jarak, šanac, štititi"
wall,"bedem, bedemi, granica, opasati zidom, stijena, stjenci, zid"
bulwarks,"bedem, bedemi, zidinama, zidine"
sea,"bedem, brana, masa, mnoštvo, mora, more, morem, morske, morski, morski val, morskih, morskom, moru, nasip, ocean, pomorski, velika količina"
causeway,"bedem, mostić, nasip, pločnik, put"
mare,"bedevija, kobila"
cleaner,"bedinerka, dvorkinja, kemijsko čišćenje, čistiji"
femoral coitus,bedreni snošaj
sciatic,"bedreni, išijatičan"
haunch,"bedro, bok, but"
hip,"bedro, bok, kuk, kuka"
loin,"bedro, butine, krsta, slabine"
badge,"bedž, iskaznica, oznaka, simbol, znak, značka"
beekeepers,"beekeeper's ; pčelarev, pčelarevog ; pčelar, pčelara"
beginning with,beginning with... ; počevši od...
baseball,bejzbol
full back,bek
shooting guard,bek pucač
guard,"bek, branič, garda, kondukter, straža, stražar, stražarsku, čuvar, čuvati, čuvati se, štititi"
bellshaped,"bell-shaped ; u obliku zvona, zvonast"
belltower,bell-tower ; zvonik
beltdrive,belt-drive ; remenski prijenos
beltdriving,belt-driving ; remenski pogon
beltfastening,belt-fastening ; remenski spoj
beltflywheel,belt-flywheel ; remenski zamašnjak
beltjoint,"belt-joint ; remenska kopča, remenski spoj"
benchworktable,"bench,worktable ; radni stol"
banjo,"bendžo, crnačka gitara"
benefit,"beneficij, beneficija, dobit, dobrobit, imati korist, iskoristiti, korist, koristi, koristiti, naknada, okoristiti, povlastica, profit, uživati pogodnost"
bengalski tigar,bengal tiger
benign,"benigni, blag, dobar, dobrostiv, dobroćudan, ljubazan, milostiv, povoljan"
bentup arrow,bent-up arrow ; strelica savijena prema gore
bentonites,bentoniti ; Bentonites ; Bentonitna glina
benthos,bentos
benzaldehyde,benzaldehid
benzene,"benzen, benzol"
benzidine,benzidin
benzthiazole,benzimidazoli
benzine,benzin
gasolene,benzin
gasoline,benzin
gas,"benzin, gas, plin, plina, plinom, trovati gasom"
petrol,"benzin, gorivo"
petrol station,"benzinska pumpa, benzinska stanica"
service station,"benzinska stanica, servisna radionica"
benzocthiophenes,benzo[c]thiophenes ; benzo[c]tiofeni
benzodiazepine receptors,benzodiazepinski receptori
benzol,benzol
benzimidazole,benztiazoli
coconut pilot,berač kokosovih oraha
pickers,berače
vintage,"berba, berba grožđa, rod grožđa, vino"
beret,beretka
beryllium,berilij
berylliosis,berilioze
berylometer,berilometar
berkelium,berkelij
pointless,"besadržajan, besmislen, bespredmetan, beznačajan, lišen, neduhovit, neumjesan"
sleepless,"besani, bodar, budan, nemiran"
nightmare,"besanica, mora, noćna mora, strava"
bond store,bescarinsko skladište
bond,"bescarinsko skladište, električno spojiti, izdati obveznice, lanci, metalizirati, mjenica, obaveza, obveznica, okovi, povezanost, spoj, spojiti, veza, vezivni materijal, zadužnica"
inexpensiveness,bescijenje
cheapness,"bescijenje, jeftinoća"
tubeless,"bescijevni, bez unutra gume"
saunter,"besciljna šetnja, tumaranje, tumarati"
trapse,besciljno lutati
drift,"besciljno, nošen morskom strujom, nošen vjetrom, skretanje, smisao, sprud, tendencija"
speech,"besjeda, dijalekt, govor, govora, govorenje, jezik, narječje, prepoznavanje govora, propovijed, riječi"
oration,"besjeda, govor"
sermon,"besjeda, govor, propovijed"
allocution,"besjeda, govor, svečani govor"
orator,"besjednik, govornik"
eithout interest,beskamatan
free credit,beskamatni kredit
acidless,beskiselinski
spineless,"beskičmen, koji nema kičme, kolebljiv, nesiguran"
invertebrate,"beskičmenjak, beskralježnjaci"
uncompromizing,"beskompromisan, nepomirljiv, nepopustljiv, neslomljiv"
endless,"beskonačan, beskrajan"
termless,"beskonačan, bezuvjetan"
interminable,"beskonačan, dosadno dug"
eternal,"beskonačan, neprekidan, vječan, vječit, vječni"
infinite elements,beskonačni elementi
infinite impulse response,beskonačni impulsni odziv
denumerable,"beskonačni prebrojivi, prebrojiv"
infinite,"beskonačni, beskonačno, beskrajan, bezbrojan, bezmjeran, neograničen, ogroman"
contactless card,beskontaktna kartica
touchless,beskontaktni
idleness,"beskorisnost, besposlica, dokolica, lijenost"
useless,"beskoristan, nekoristan, nepogodan, neupotrebljiv, uzaludan"
unproductive,"beskoristan, neplodan, neproduktivan, neproizvodni, neunosan"
unavailing,"beskoristan, uzaludan"
